aircraft_id,manufacturer,model,year,engines,seats,max_weight_pounds
N328DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N328DU,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N328FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N328JB,EMBRAER,ERJ 190-100 IGW,2011.0,2.0,20.0,"12,500 - 19,999"
N328NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N328NW,AIRBUS INDUSTRIE,A320-211,1992.0,2.0,182.0,"20,000 and more"
N328RR,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N328TC,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N329DD,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N329DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N329FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N329JB,EMBRAER,ERJ 190-100 IGW,2011.0,2.0,20.0,"12,500 - 19,999"
N329NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N329NW,AIRBUS INDUSTRIE,A320-211,1992.0,2.0,182.0,"20,000 and more"
N329PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N329SL,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N330DX,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N330FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N330NW,AIRBUS INDUSTRIE,A320-211,1992.0,2.0,182.0,"20,000 and more"
N330PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N330TJ,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N33103,BOEING,757-224,1994.0,2.0,178.0,"20,000 and more"
N33132,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N331DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N331FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N331PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N331TK,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N33203,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N33209,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N33262,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N33266,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N33284,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N33286,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N33289,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N33292,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N332DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N332FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N332JG,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N332NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N333DX,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N333NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N333NW,AIRBUS INDUSTRIE,A320-211,1992.0,2.0,182.0,"20,000 and more"
N334DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N334FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N334JB,EMBRAER,ERJ 190-100 IGW,2011.0,2.0,20.0,"12,500 - 19,999"
N334NB,AIRBUS INDUSTRIE,A319-114,2002.0,2.0,145.0,"20,000 and more"
N334NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N334SM,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N334TL,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N335DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N335FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N335NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N335PH,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N335PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N335RT,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N335SN,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N336DX,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N336FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N336NB,AIRBUS INDUSTRIE,A319-114,2002.0,2.0,145.0,"20,000 and more"
N336NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N336PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N336RU,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N336SR,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N336TM,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N33714,BOEING,737-724,1998.0,2.0,149.0,"20,000 and more"
N337DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N337FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N337JB,EMBRAER,ERJ 190-100 IGW,2011.0,2.0,20.0,"12,500 - 19,999"
N337NB,AIRBUS INDUSTRIE,A319-114,2002.0,2.0,145.0,"20,000 and more"
N337NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N337PJ,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N337PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N337TN,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N338DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N338FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N338NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N338NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N338PK,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N338RS,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N338ST,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N339DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N339FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N339JB,EMBRAER,ERJ 190-100 IGW,2011.0,2.0,20.0,"12,500 - 19,999"
N339NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N339NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N339PL,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N339SU,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N339TP,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N340DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N340NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N340NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N34131,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N34137,BOEING,757-224,1999.0,2.0,178.0,"20,000 and more"
N341DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N341FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N341NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N341NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N341PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N341RW,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N341SV,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N341TR,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N34222,BOEING,737-824,1998.0,2.0,149.0,"20,000 and more"
N342DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N342FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N342NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N342NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N342PM,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N342RX,BOEING,737-8,2019.0,2.0,175.0,"20,000 and more"
N342SX,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N343DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N343FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N343NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N343NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N343PN,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N343RY,BOEING,737-8,2019.0,2.0,175.0,"20,000 and more"
N343SY,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N34455,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N34460,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N344DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N344FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N344NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N344NW,AIRBUS INDUSTRIE,A320-212,1992.0,2.0,182.0,"20,000 and more"
N344PP,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N344TS,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N345DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N345NW,AIRBUS INDUSTRIE,A320-212,1993.0,2.0,182.0,"20,000 and more"
N346DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N346FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N346NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N346PR,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N347DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N347FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N347NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N347NW,AIRBUS INDUSTRIE,A320-212,1993.0,2.0,182.0,"20,000 and more"
N347TT,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N348DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N348FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N348NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N348NW,AIRBUS INDUSTRIE,A320-212,1993.0,2.0,182.0,"20,000 and more"
N348PQ,BOMBARDIER INC,CL-600-2D24,2015.0,2.0,95.0,"20,000 and more"
N348TU,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N349DX,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N349FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N349NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N349NW,AIRBUS INDUSTRIE,A320-212,1993.0,2.0,182.0,"20,000 and more"
N349PQ,BOMBARDIER INC,CL-600-2D24,2015.0,2.0,95.0,"20,000 and more"
N350DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N350FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N350NA,AIRBUS INDUSTRIE,A320-212,1993.0,2.0,182.0,"20,000 and more"
N350RV,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N351DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N351FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N351NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N351NW,AIRBUS INDUSTRIE,A320-212,1997.0,2.0,182.0,"20,000 and more"
N35204,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N35236,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N35271,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N352DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N352FR,AIRBUS SAS,A320-251N,2019.0,2.0,181.0,"20,000 and more"
N352NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N352NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N352PS,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N353DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N353FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N353NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N353NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N354DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N354FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N354JB,EMBRAER,ERJ 190-100 IGW,2013.0,2.0,20.0,"12,500 - 19,999"
N354NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N354NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N354PT,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N355DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N355JB,EMBRAER,ERJ 190-100 IGW,2013.0,2.0,20.0,"12,500 - 19,999"
N355NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N355NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N355PU,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N355TW,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N356DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N356FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N356NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N356TX,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N357DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N357NB,AIRBUS,A319-114,2002.0,2.0,145.0,"20,000 and more"
N357NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N357PV,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N358DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N358FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N358NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N358NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N358PW,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N35953,BOEING,787-9,2015.0,2.0,422.0,"20,000 and more"
N359DN,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N359FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N359NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N359NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N359PX,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N360DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N360FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N360HA,AIRBUS,A330-243,2016.0,2.0,377.0,"20,000 and more"
N360NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N360NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N361DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N361FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N361HA,AIRBUS,A330-243,2017.0,2.0,377.0,"20,000 and more"
N361NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N361NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N36207,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N36247,BOEING,737-824,1999.0,2.0,149.0,"20,000 and more"
N36272,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N36280,BOEING,737-824,2003.0,2.0,149.0,"20,000 and more"
N362DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N362FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N362NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N362NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N363DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N363FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N363NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N363NW,AIRBUS INDUSTRIE,A320-212,1998.0,2.0,182.0,"20,000 and more"
N36444,BOEING,737-924ER,2010.0,2.0,191.0,"20,000 and more"
N36447,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N36469,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N36472,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N36476,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N364DX,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N364FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N364NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N364NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N365DN,AIRBUS SAS,A321-213,2018.0,2.0,199.0,"20,000 and more"
N365FR,AIRBUS,A320-251N,2019.0,2.0,190.0,"20,000 and more"
N365NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N365NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N366DX,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N366FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N366NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N366NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N367DN,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N367FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N367NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N368DN,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N368FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N368NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N368NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N36962,BOEING,787-9,2015.0,2.0,422.0,"20,000 and more"
N369DN,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N369FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N369NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N369NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N37018,BOEING,777-224,2002.0,2.0,400.0,"20,000 and more"
N370DN,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N370FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N370HA,AIRBUS,A330-243,2014.0,2.0,377.0,"20,000 and more"
N370NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N370NW,AIRBUS INDUSTRIE,A320-212,1999.0,2.0,182.0,"20,000 and more"
N371DA,BOEING,737-832,1998.0,2.0,189.0,"20,000 and more"
N371DN,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N371FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N371NB,AIRBUS,A319-114,2003.0,2.0,145.0,"20,000 and more"
N371NW,AIRBUS INDUSTRIE,A320-212,2001.0,2.0,182.0,"20,000 and more"
N37252,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N37253,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N37255,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N37263,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N37267,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N37273,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N37274,BOEING,737-824,2002.0,2.0,149.0,"20,000 and more"
N37277,BOEING,737-824,2002.0,2.0,149.0,"20,000 and more"
N37278,BOEING,737-8,2022.0,2.0,175.0,"20,000 and more"
N37281,BOEING,737-824,2003.0,2.0,149.0,"20,000 and more"
N37287,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N37290,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N37295,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N37297,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N37298,BOEING,737-824,2005.0,2.0,149.0,"20,000 and more"
N372DA,BOEING,737-832,1998.0,2.0,189.0,"20,000 and more"
N372DN,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N372FR,AIRBUS,A320-251N,2020.0,2.0,190.0,"20,000 and more"
N372NW,AIRBUS INDUSTRIE,A320-212,2001.0,2.0,182.0,"20,000 and more"
N37305,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N37307,BOEING,737-8,2019.0,2.0,175.0,"20,000 and more"
N37308,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3730B,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N37313,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N37318,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N37319,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3731T,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N37324,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N37325,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3732J,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N3733Z,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N37342,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N37348,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N3734B,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N37351,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N37352,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N37353,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N37354,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N3735D,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N3736C,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N3737C,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N3738B,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N3739P,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N373DA,BOEING,737-832,1998.0,2.0,189.0,"20,000 and more"
N373DX,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N373FR,AIRBUS,A320-251N,2021.0,2.0,190.0,"20,000 and more"
N373HA,AIRBUS,A330-243,2014.0,2.0,377.0,"20,000 and more"
N373NW,AIRBUS INDUSTRIE,A320-212,2001.0,2.0,182.0,"20,000 and more"
N3740C,BOEING,737-832,2000.0,2.0,189.0,"20,000 and more"
N37413,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N37419,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N3741S,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37420,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N37422,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N37427,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N3742C,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37434,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N37437,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N3743H,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N3744F,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37456,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N3745B,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37462,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N37464,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N37465,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N37466,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N37468,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N3746H,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37470,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N37471,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N37474,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N3747D,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N3748Y,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N3749D,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N374DA,BOEING,737-832,1998.0,2.0,189.0,"20,000 and more"
N374DX,AIRBUS,A321-211,2019.0,2.0,199.0,"20,000 and more"
N374FR,AIRBUS,A320-251N,2021.0,2.0,190.0,"20,000 and more"
N374HA,AIRBUS,A330-243,2014.0,2.0,377.0,"20,000 and more"
N374NW,AIRBUS INDUSTRIE,A320-212,2001.0,2.0,182.0,"20,000 and more"
N37502,BOEING,737-9,2018.0,2.0,48.0,"20,000 and more"
N37504,BOEING,737-9,2018.0,2.0,48.0,"20,000 and more"
N37506,BOEING,737-9,2018.0,2.0,48.0,"20,000 and more"
N37507,BOEING,737-9,,2.0,48.0,"20,000 and more"
N3750D,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37510,BOEING,737-9,2019.0,2.0,48.0,"20,000 and more"
N37513,BOEING,737-9,2019.0,2.0,48.0,"20,000 and more"
N37514,BOEING,737-9,2019.0,2.0,48.0,"20,000 and more"
N37516,BOEING,737-9,2020.0,2.0,48.0,"20,000 and more"
N37518,BOEING,737-9,2021.0,2.0,48.0,"20,000 and more"
N3751B,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N3752,BOEING,737-832,2001.0,2.0,189.0,"20,000 and more"
N37521,BOEING,737-9,2019.0,2.0,48.0,"20,000 and more"
N37522,BOEING,737-9,2021.0,2.0,48.0,"20,000 and more"
N37523,BOEING,737-9,2020.0,2.0,48.0,"20,000 and more"
