aircraft_id,manufacturer,model,year,engines,seats,max_weight_pounds
N652FR,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N652JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N652NK,AIRBUS,A320-232,2017.0,2.0,200.0,"20,000 and more"
N652UA,BOEING,767-322,1992.0,2.0,330.0,"20,000 and more"
N653AW,AIRBUS INDUSTRIE,A320-232,1999.0,2.0,200.0,"20,000 and more"
N653FR,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N653JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N653NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N653RW,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N653UA,BOEING,767-322,1992.0,2.0,330.0,"20,000 and more"
N654AW,AIRBUS INDUSTRIE,A320-232,1999.0,2.0,200.0,"20,000 and more"
N654FR,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N654NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N654RW,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N655AW,AIRBUS INDUSTRIE,A320-232,1999.0,2.0,200.0,"20,000 and more"
N655FR,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N655JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N655NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N655RW,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N655UA,BOEING,767-322,1992.0,2.0,330.0,"20,000 and more"
N656AW,AIRBUS INDUSTRIE,A320-232,1999.0,2.0,200.0,"20,000 and more"
N656FR,AIRBUS,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N656JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N656NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N656RW,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N656UA,BOEING,767-322,1993.0,2.0,330.0,"20,000 and more"
N657AW,AIRBUS INDUSTRIE,A320-232,1999.0,2.0,200.0,"20,000 and more"
N657FR,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N657JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N657NK,AIRBUS,A321-231,2015.0,2.0,379.0,"20,000 and more"
N657RW,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N657UA,BOEING,767-322,1993.0,2.0,330.0,"20,000 and more"
N65832,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N658DL,BOEING,757-232,1990.0,2.0,178.0,"20,000 and more"
N658FR,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N658JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N658NK,AIRBUS,A321-231,2015.0,2.0,379.0,"20,000 and more"
N659AW,AIRBUS INDUSTRIE,A320-232,2000.0,2.0,200.0,"20,000 and more"
N659JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N659NK,AIRBUS,A321-231,2015.0,2.0,379.0,"20,000 and more"
N66051,BOEING,767-424ER,2000.0,2.0,292.0,"20,000 and more"
N66056,BOEING,767-424ER,2001.0,2.0,292.0,"20,000 and more"
N66057,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N660AW,AIRBUS INDUSTRIE,A320-232,2000.0,2.0,200.0,"20,000 and more"
N660DL,BOEING,757-232,1990.0,2.0,178.0,"20,000 and more"
N660NK,AIRBUS,A321-231,2015.0,2.0,379.0,"20,000 and more"
N661AW,AIRBUS INDUSTRIE,A320-232,2000.0,2.0,200.0,"20,000 and more"
N661JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N661NK,AIRBUS,A321-231,2015.0,2.0,379.0,"20,000 and more"
N661UA,BOEING,767-322,1993.0,2.0,330.0,"20,000 and more"
N662AW,AIRBUS INDUSTRIE,A320-232,2000.0,2.0,200.0,"20,000 and more"
N662JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N662NK,AIRBUS,A321-231,2015.0,2.0,379.0,"20,000 and more"
N662UA,BOEING,767-322,1993.0,2.0,330.0,"20,000 and more"
N663AW,AIRBUS INDUSTRIE,A320-232,2001.0,2.0,200.0,"20,000 and more"
N663JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N663NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N663UA,BOEING,767-322,1993.0,2.0,330.0,"20,000 and more"
N664AW,AIRBUS INDUSTRIE,A320-232,2001.0,2.0,200.0,"20,000 and more"
N664NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N664UA,BOEING,767-322,1998.0,2.0,330.0,"20,000 and more"
N665AW,AIRBUS INDUSTRIE,A320-232,2001.0,2.0,200.0,"20,000 and more"
N665DN,BOEING,757-232,1991.0,2.0,178.0,"20,000 and more"
N665JB,AIRBUS,A320-232,2007.0,2.0,200.0,"20,000 and more"
N665NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N665UA,BOEING,767-322,1998.0,2.0,330.0,"20,000 and more"
N666UA,BOEING,767-322,1998.0,2.0,330.0,"20,000 and more"
N667AW,AIRBUS INDUSTRIE,A320-232,2002.0,2.0,200.0,"20,000 and more"
N667NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N667UA,BOEING,767-322,1998.0,2.0,330.0,"20,000 and more"
N66803,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N66808,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N66814,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N66825,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N66828,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N66831,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N66837,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N66841,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N66848,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N66893,BOEING,737-924ER,2016.0,2.0,191.0,"20,000 and more"
N66897,BOEING,737-900ER,2016.0,2.0,222.0,"20,000 and more"
N668AW,AIRBUS,A320-232,2002.0,2.0,200.0,"20,000 and more"
N668DN,BOEING,757-232,1991.0,2.0,178.0,"20,000 and more"
N668NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N668UA,BOEING,767-322,1999.0,2.0,330.0,"20,000 and more"
N669AW,AIRBUS,A320-232,2002.0,2.0,200.0,"20,000 and more"
N669DN,BOEING,757-232,1991.0,2.0,178.0,"20,000 and more"
N669NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N669UA,BOEING,767-322,1999.0,2.0,330.0,"20,000 and more"
N6700,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N6701,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N6702,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N6703D,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6704Z,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N67052,BOEING,767-424ER,2000.0,2.0,292.0,"20,000 and more"
N67058,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N6705Y,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6706Q,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6707A,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6708D,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6709,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N670NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N670UA,BOEING,767-322,1999.0,2.0,330.0,"20,000 and more"
N6710E,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6711M,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6712B,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N67134,BOEING,757-224,1999.0,2.0,178.0,"20,000 and more"
N6713Y,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6714Q,BOEING,757-232,2000.0,2.0,178.0,"20,000 and more"
N6715C,BOEING,757-232,2001.0,2.0,178.0,"20,000 and more"
N6716C,BOEING,757-232,2001.0,2.0,178.0,"20,000 and more"
N67171,BOEING,757-232,2001.0,2.0,178.0,"20,000 and more"
N671NK,AIRBUS,A321-231,2016.0,2.0,379.0,"20,000 and more"
N671UA,BOEING,767-322,1999.0,2.0,330.0,"20,000 and more"
N672DL,BOEING,757-232,1992.0,2.0,178.0,"20,000 and more"
N672NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N672UA,BOEING,767-322,1999.0,2.0,330.0,"20,000 and more"
N67350,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N673NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N673UA,BOEING,767-322,2000.0,2.0,330.0,"20,000 and more"
N674NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N674UA,BOEING,767-322,2000.0,2.0,330.0,"20,000 and more"
N67501,BOEING,737-9,2018.0,2.0,48.0,"20,000 and more"
N675NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N675UA,BOEING,767-322,2000.0,2.0,330.0,"20,000 and more"
N676CA,BOMBARDIER INC,CL-600-2D24,2007.0,2.0,95.0,"20,000 and more"
N676DL,BOEING,757-232,1992.0,2.0,178.0,"20,000 and more"
N676NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N676UA,BOEING,767-322,2001.0,2.0,330.0,"20,000 and more"
N677NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N677UA,BOEING,767-322,2001.0,2.0,330.0,"20,000 and more"
N67812,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N67815,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N67827,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N67845,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N67846,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N678CA,BOMBARDIER INC,CL-600-2D24,2007.0,2.0,95.0,"20,000 and more"
N678DL,BOEING,757-232,1992.0,2.0,178.0,"20,000 and more"
N678NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N679AW,AIRBUS,A320-232,2005.0,2.0,200.0,"20,000 and more"
N679NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N68061,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N680AW,AIRBUS,A320-232,2005.0,2.0,200.0,"20,000 and more"
N680NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N681NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N682DA,BOEING,757-232,1993.0,2.0,178.0,"20,000 and more"
N682NK,AIRBUS,A321-231,2017.0,2.0,379.0,"20,000 and more"
N683DA,BOEING,757-232,1993.0,2.0,178.0,"20,000 and more"
N683NK,AIRBUS,A321-231,2018.0,2.0,379.0,"20,000 and more"
N68452,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N68453,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N684DA,BOEING,757-232,1993.0,2.0,178.0,"20,000 and more"
N684NK,AIRBUS,A321-231,2018.0,2.0,379.0,"20,000 and more"
N684UA,BOEING,767-3CB,2002.0,2.0,300.0,"20,000 and more"
N685DA,BOEING,757-232,1995.0,2.0,178.0,"20,000 and more"
N685NK,AIRBUS,A321-231,2018.0,2.0,379.0,"20,000 and more"
N686DA,BOEING,757-232,1995.0,2.0,178.0,"20,000 and more"
N686NK,AIRBUS,A321-231,2018.0,2.0,379.0,"20,000 and more"
N686UA,BOEING,767-3CB,2003.0,2.0,300.0,"20,000 and more"
N687NK,AIRBUS,A321-231,2018.0,2.0,379.0,"20,000 and more"
N68801,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N68802,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N68805,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N68807,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N68811,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68817,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68821,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68822,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68823,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68834,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68836,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N68842,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N68843,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N68880,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N68891,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N688DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N689DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N69020,BOEING,777-224,2007.0,2.0,400.0,"20,000 and more"
N69059,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N69063,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N690DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N690NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N691CA,BOMBARDIER INC,CL-600-2D24,2007.0,2.0,95.0,"20,000 and more"
N691NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N692DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N692NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N693DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N693NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N694DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N694NK,AIRBUS,A320-232,2018.0,2.0,200.0,"20,000 and more"
N695CA,BOMBARDIER INC,CL-600-2D24,2006.0,2.0,95.0,"20,000 and more"
N695DL,BOEING,757-232,1998.0,2.0,178.0,"20,000 and more"
N695NK,AIRBUS,A320-232,2019.0,2.0,200.0,"20,000 and more"
N696DL,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N696NK,AIRBUS,A320-232,2019.0,2.0,200.0,"20,000 and more"
N697DL,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N697NK,AIRBUS,A320-232,2010.0,2.0,200.0,"20,000 and more"
N69804,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N69806,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N69810,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N69813,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69816,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69818,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69819,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69824,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69826,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69829,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69830,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69833,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69835,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69838,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69839,BOEING,737-924ER,2014.0,2.0,191.0,"20,000 and more"
N69840,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N69847,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N69885,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N69888,BOEING,737-924ER,2015.0,2.0,191.0,"20,000 and more"
N698DL,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N698NK,AIRBUS,A320-232,2010.0,2.0,200.0,"20,000 and more"
N699DL,BOEING,757-232,1999.0,2.0,178.0,"20,000 and more"
N70020,AIRBUS,A319-115,2014.0,2.0,147.0,"20,000 and more"
N700UW,AIRBUS INDUSTRIE,A319-112,1998.0,2.0,179.0,"20,000 and more"
N701UW,AIRBUS INDUSTRIE,A319-112,1998.0,2.0,179.0,"20,000 and more"
N702FR,AIRBUS,A321-211,2015.0,2.0,199.0,"20,000 and more"
N702NK,AIRBUS,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N702TW,BOEING,757-2Q8,1996.0,2.0,178.0,"20,000 and more"
N702UW,AIRBUS INDUSTRIE,A319-112,1998.0,2.0,179.0,"20,000 and more"
N703AL,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N703JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N703NK,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N703TW,BOEING,757-2Q8,1996.0,2.0,178.0,"20,000 and more"
N703UW,AIRBUS INDUSTRIE,A319-112,1998.0,2.0,179.0,"20,000 and more"
N704FR,AIRBUS,A321-211,2015.0,2.0,199.0,"20,000 and more"
N704US,AIRBUS INDUSTRIE,A319-112,1998.0,2.0,179.0,"20,000 and more"
N704X,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N705AL,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N705FR,AIRBUS,A321-211,2015.0,2.0,199.0,"20,000 and more"
N705JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N705NK,AIRBUS,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N706AL,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N706FR,AIRBUS,A321-211,2015.0,2.0,199.0,"20,000 and more"
N706JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N706NK,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N706TW,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N707AL,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N707TW,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N708AL,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N708FR,AIRBUS,A321-211,2015.0,2.0,199.0,"20,000 and more"
N708JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N708NK,AIRBUS,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N708UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N709AL,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N709FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N709JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N709NK,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N709TW,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N709UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N710AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N710FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N710NK,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N710TW,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N710UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N711FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N711UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N711ZX,BOEING,757-231,1997.0,2.0,178.0,"20,000 and more"
N712FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N712JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N712NK,AIRBUS S A S,A321-271NX,2023.0,2.0,246.0,"20,000 and more"
N712TW,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N712US,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N713AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N713FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N713NK,AIRBUS,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N713TW,BOEING,757-2Q8,1997.0,2.0,178.0,"20,000 and more"
N713UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N714FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N714US,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N715FR,AIRBUS,A321-211,2016.0,2.0,199.0,"20,000 and more"
N715JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N715NK,AIRBUS,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N715UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N716AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N716FR,AIRBUS,A321-211,2017.0,2.0,199.0,"20,000 and more"
N716NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N716UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N717FR,AIRBUS,A321-211,2017.0,2.0,199.0,"20,000 and more"
N717JL,BOEING,717-200,2002.0,2.0,100.0,"20,000 and more"
N717NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N717TW,BOEING,757-231,1999.0,2.0,178.0,"20,000 and more"
N717UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N718FR,AIRBUS,A321-211,2017.0,2.0,199.0,"20,000 and more"
N718NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N718TW,BOEING,757-231,1999.0,2.0,178.0,"20,000 and more"
N719AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N719AN,BOEING,777-323ER,2013.0,2.0,563.0,"20,000 and more"
N719FR,AIRBUS,A321-211,2017.0,2.0,199.0,"20,000 and more"
N720AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N720FR,AIRBUS,A321-211,2017.0,2.0,199.0,"20,000 and more"
N720NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N721FR,AIRBUS,A321-211,2017.0,2.0,199.0,"20,000 and more"
N721NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N721TW,BOEING,757-231,1999.0,2.0,178.0,"20,000 and more"
N721UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N721YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N722AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N722AN,BOEING,777-323ER,2013.0,2.0,563.0,"20,000 and more"
N722FR,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N722TW,BOEING,757-231,1999.0,2.0,178.0,"20,000 and more"
N722US,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N722YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N723AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N723FR,AIRBUS,A321-211,2018.0,2.0,199.0,"20,000 and more"
N723NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N723TW,BOEING,757-231,2000.0,2.0,178.0,"20,000 and more"
N723UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N723YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N724AL,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N724NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N724UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N724YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N725AN,BOEING,777-323ER,2013.0,2.0,563.0,"20,000 and more"
N725NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N725UW,AIRBUS INDUSTRIE,A319-112,1999.0,2.0,179.0,"20,000 and more"
N725YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N726NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N726YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N727TW,BOEING,757-231,1999.0,2.0,178.0,"20,000 and more"
N727YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N728NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N728YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N729AN,BOEING,777-323ER,2014.0,2.0,563.0,"20,000 and more"
N729NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N729YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N730NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N730US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N730YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N731NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N731YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N73251,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N73256,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N73259,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N73275,BOEING,737-824,2002.0,2.0,149.0,"20,000 and more"
N73276,BOEING,737-824,2002.0,2.0,149.0,"20,000 and more"
N73283,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N73291,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N73299,BOEING,737-824,2005.0,2.0,149.0,"20,000 and more"
N732NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N732US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N732YX,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N733UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N733YX,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N73445,BOEING,737-924ER,2011.0,2.0,191.0,"20,000 and more"
N736YX,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N737NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
